id,wikipedia_id,url,question,correct,wrong1,wrong2,wrong3,wrong4,wrong5
cc909b9d-3398-43b7-955d-975489ee614c,351870,https://simple.wikipedia.org/wiki/Dunwich,During which historical period was Dunwich a large town?,Medieval,Roman,Victorian,Renaissance,Modern,Prehistoric
6f5d1372-5b54-4b2b-a73e-e0794ec6361f,789329,https://simple.wikipedia.org/wiki/Louis%20Mermaz,Which political party did Louis Mermaz belong to?,Socialist Party,Conservative Party,Liberal Party,Green Party,Independent Party,Communist Party
b110b810-5e85-4038-b04f-0f020dcf924f,1021766,https://simple.wikipedia.org/wiki/Gandhinagar%20University,Which of the following is a member organization of Gandhinagar University?,Institute of Electrical and Electronics Engineers (IEEE),National Council of Engineers (NCE),Council of Electrical Engineers (CEE),American Society of Engineers (ASE),Electrical and Electronics Academy (EEA),Society of Mechanical Engineers (SME)
4b80f62e-93d1-4f74-a144-e2bd5733c3ef,728826,https://simple.wikipedia.org/wiki/Erzs%C3%A9bet%20Sz%C5%91nyi,"Besides symphonic works, what other type of music did Erzsébet create?",Chamber music works,Solo piano pieces,Rock band compositions,Film scores,Pop songs,Guitar duets
56cb75dc-282c-46c8-9aa9-e93b79493065,232552,https://simple.wikipedia.org/wiki/Tyson%20%28Percy%20Jackson%29,Which creature does Tyson find during the quest?,"Briares, the Hundred-Handed One",The Sphinx,Typhon,Kampe,Kronos,Hades
832545c7-1948-46f4-a65b-98fd280a4c0d,426818,https://simple.wikipedia.org/wiki/Ljungby,How many people visit Ljungby library each day?,500 to 800,200 to 400,300 to 600,600 to 900,700 to 1000,400 to 500
1dcbcdf1-b278-4cdc-a81b-ca189831b4d4,37332,https://simple.wikipedia.org/wiki/Polonaise,What is the common characteristic of the A sections in a ternary form polonaise?,Similar or identical music,Completely different melody,Faster tempo,Different instruments,Varied rhythm patterns,Increased volume
0816ef98-b916-45c2-91d3-c5a501fd63c6,451490,https://simple.wikipedia.org/wiki/William%20Rosecrans,Where did William Rosecrans die?,California,Ohio,Tennessee,Virginia,Missouri,Texas
47a9a0b6-b9ff-4e1d-af6b-fa3241ae1382,400473,https://simple.wikipedia.org/wiki/Antonio%20Cid%20Cort%C3%A9s,What is the birth date of Antonio Cid Cortés?,"February 16, 1954","January 15, 1955","March 20, 1953","April 10, 1954","December 25, 1954","June 12, 1955"
b6c5b24b-3553-4aa1-95c8-be088aa194fb,298167,https://simple.wikipedia.org/wiki/Bodleian%20Library,Which is the second largest library in the United Kingdom?,Bodleian Library,Cambridge University Library,National Library of Scotland,Birmingham Central Library,Bristol Central Library,Glasgow University Library
1d154a10-bdf0-4258-90e0-626b279f9460,718652,https://simple.wikipedia.org/wiki/Degenerative%20disease,What happens to tissues or organs in degenerative diseases?,They increasingly deteriorate over time.,They improve in function and size.,They regenerate and restore health.,They transform into more complex structures.,They maintain stable health without changes.,They become immune to diseases.
e99e0e1d-2f58-4f6b-909f-443a2085bb7f,732517,https://simple.wikipedia.org/wiki/Lyman%20Beecher,What relation was Catharine Beecher to Lyman Beecher?,His daughter,His sister,His wife,His niece,His cousin,His granddaughter
1862b1ec-e7e1-4dbd-adc7-11d153c72a32,14185,https://simple.wikipedia.org/wiki/Sonic%20the%20Hedgehog%20%28character%29,Who provided the voice for Sonic in later cartoons after Jaleel White?,Jason Griffith,Rob Paulsen,Dee Bradley Baker,Billy West,Tom Kenny,Eric Bauza
f0e82b95-93c1-4c61-8469-a680d7601074,429081,https://simple.wikipedia.org/wiki/Management%20information%20system,Is a management information system typically aimed at economic factors?,"Yes, it targets economic aspects","No, it targets social aspects","No, it focuses on legal compliance","Yes, but only partially","No, it aims at technical efficiency","No, this is not its primary concern"
efe2496c-997d-426e-8885-9a110ba92e50,713558,https://simple.wikipedia.org/wiki/Hallmark%20Cards,How many employees work at Hallmark's headquarters in Kansas City?,"About 2,700","About 3,700","About 1,700","About 4,700","About 5,700","About 6,700"
a3a74e43-407a-4187-90c7-86c307ee1775,279831,https://simple.wikipedia.org/wiki/Pinacosaurus,How heavy could Pinacosaurus weigh?,up to two tonnes,up to three tonnes,up to one tonne,up to four tonnes,up to five tonnes,up to six tonnes
ede93c48-17e4-4b7f-aef4-7c3b7d1be205,800524,https://simple.wikipedia.org/wiki/Destroy%20All%20Humans%21%20%282020%20video%20game%29,In which decade is the game set?,1950s,1960s,1940s,1970s,1980s,1930s
232ab8ca-426d-4aa5-aeba-202d207693b5,322741,https://simple.wikipedia.org/wiki/Shim%C5%8Dsa%20Province,Which part of Japan was Shimōsa Province located in?,On the island of Honshū,On the island of Hokkaido,On the island of Kyushu,In the western part of Japan,In central Japan near Nagoya,In the northernmost region of Japan
9d8cd538-190e-413f-b974-20e10ce414e0,88622,https://simple.wikipedia.org/wiki/Babi%20Yar,What city is Babi Yar located in?,"Kyiv, Ukraine","Moscow, Russia","Warsaw, Poland","Berlin, Germany","Prague, Czech Republic","Budapest, Hungary"
6790efc2-826d-435c-b5a8-57960769e18a,160801,https://simple.wikipedia.org/wiki/East%20Midlands%20Trains,Which sector of services did Midland Mainline operate under East Midlands Trains?,Inter-city services from London to Yorkshire,Local commuter services within the East Midlands,High-speed services from London to Liverpool,Rural passenger services across Scotland,International services to mainland Europe,Freight services to the Midlands
97817a61-87d3-4f57-a6b9-aa43f5815144,1000059,https://simple.wikipedia.org/wiki/Stanley%20Kunitz,Which university did Kunitz NOT teach at?,University of Chicago,Columbia University,Princeton University,Bennington College,Yale University,Rutgers University
45feaecd-4717-4864-9cd3-adf682330f61,776810,https://simple.wikipedia.org/wiki/Lunatic,What is the origin of the term 'lunatic'?,"It comes from the Latin word lunaticus, which means 'of the moon'.","It comes from the Greek word lunaticos, meaning 'of the stars'.","It comes from the Latin word lunus, meaning 'night'.","It comes from the Old English term luneto, which means 'crazy'.","It comes from the Roman term lunaris, meaning 'light'.","It comes from the Arabic word lunat, referring to 'mental state'."
37307c1b-9730-4bef-9854-9aea03dc0b97,996475,https://simple.wikipedia.org/wiki/Ol%20Chiki%20Teach,What is the classification of the Santali language?,Austroasiatic language,Indo-European language,Sino-Tibetan language,Afro-Asiatic language,Dravidian language,Uralic language
41f72f6f-564b-485a-8b7c-cde005b0e155,566186,https://simple.wikipedia.org/wiki/Wayne%20Westner,What was Wayne Westner's birth date?,28 September 1961,28 September 1960,28 September 1962,28 October 1961,28 September 1963,29 September 1961
ecde217b-f3f1-4e40-8e16-f51d71521560,25454,https://simple.wikipedia.org/wiki/Charles%20I%20of%20England,Who did Charles I marry?,Henrietta Maria of France,Catherine de Braganza,Elizabeth I of England,Mary of Modena,Anne of Austria,Mary I of England
9a96a55a-d5a0-45aa-a588-d55f28dbae19,442704,https://simple.wikipedia.org/wiki/Neovenator,What is the estimated weight range for Neovenator?,1000-2000 kg.,500-1000 kg.,2000-3000 kg.,3000-4000 kg.,200-500 kg.,100-200 kg.
e70cd673-9aa2-4cc7-9249-80c753b86e00,21977,https://simple.wikipedia.org/wiki/Acetobacter,What is one of the main uses of Acetobacter bacteria?,to make vinegar,to produce beer,to cultivate yogurt,to ferment cheese,to distill spirits,to filter water
2718896b-15e9-43ca-a261-4cc5de73c9e7,87451,https://simple.wikipedia.org/wiki/Pocahontas,What was the name of Pocahontas's first husband?,Kocoum,John Rolfe,Powhatan,Samuel,Argall,Smith
59e73969-bd0b-41ce-8a87-c9a587372b40,813137,https://simple.wikipedia.org/wiki/Faxian,What natural obstacles did Faxian reportedly traverse?,Icy desert and rugged mountain passes,Swamps and thick forests,Volcanic mountains and arid plains,Desert dunes and scorching deserts,River valleys and steep cliffs,Coastal paths and marshlands
daac5496-4637-4caf-a133-7b39d7e0bbc1,423515,https://simple.wikipedia.org/wiki/Virginia%20Plan,Who drafted the Virginia Plan?,James Madison,George Washington,Alexander Hamilton,Thomas Jefferson,John Adams,Benjamin Franklin
1890e39d-07c2-4c3b-82c5-9d79062469e2,46123,https://simple.wikipedia.org/wiki/Last%20Of%20The%20Conquerors,What is the overall tone of the returning soldiers as they see the Statue of Liberty?,Resigned and wary,Excited and hopeful,Nostalgic and reflective,Angry and rebellious,Indifferent and aloof,Confident and proud
b3fb4eda-e446-4472-a379-806f36faa460,637094,https://simple.wikipedia.org/wiki/Agkistrodon%20contortrix,What is the typical reproduction method of copperhead snakes?,Gives birth to live young,Lays eggs,Does not reproduce every year,Gives birth to a single young,Reproduces through parthenogenesis,Reproduces annually in spring
da99555d-6caa-4b34-8f84-45a6ba4619bf,578557,https://simple.wikipedia.org/wiki/Janine%20Sutto,In which year did Janine Sutto pass away?,2017,2015,2018,2016,2014,2019
6ad8cd7b-aef1-4930-9990-f72097d498d6,774532,https://simple.wikipedia.org/wiki/Abdrabbuh%20Mansur%20Hadi,In what year did Abdrabbuh Mansur Hadi resign?,2022,2021,2023,2020,2019,2024
a5fde62f-82bd-4cc9-b61b-5b4a94aaabb2,269753,https://simple.wikipedia.org/wiki/Anton%20Mauve,Where was Anton Mauve born?,"Zaandam, North Holland","Amsterdam, North Holland","Rotterdam, South Holland","Utrecht, Utrecht","The Hague, South Holland","Nijmegen, Gelderland"
e7fcd901-5f97-411f-8411-38e12e86e2fb,770824,https://simple.wikipedia.org/wiki/La%20Grange%2C%20Texas,Which country has a sister city relationship with La Grange?,Czech Republic,Hungary,Slovakia,Poland,Austria,Croatia
054d3064-2f31-4d04-9d15-bedec2e66302,850592,https://simple.wikipedia.org/wiki/Jack%20Dylan%20Grazer,What superhero character did Jack Dylan Grazer portray in the DC Extended Universe?,Freddy Freeman in the movie Shazam!,Eddie Kaspbrak in the movie Shazam!,Billy Batson in the movie Shazam!,Alberto in the movie Shazam!,Freddy Freeman in the movie Wonder Woman,Eddie Munson in the movie Shazam!
e0cc19af-eb60-4a7a-977c-e64e56024166,717377,https://simple.wikipedia.org/wiki/Ted%20Green,Which league did Ted Green play in besides the NHL?,World Hockey Association,International Ice Hockey League,American Hockey League,Canadian Hockey League,European Hockey League,National Collegiate Athletic Association
2ccfd76d-96a0-4c67-bc3b-c751c46b96ca,598516,https://simple.wikipedia.org/wiki/Murmansk%20Oblast,What is the administrative centre of Murmansk Oblast?,Murmansk,Apatity,Kirovsk,Polyarny,Monchegorsk,Olenegorsk
24a049e4-ec76-4180-a590-2f24fc98d678,458152,https://simple.wikipedia.org/wiki/Candela%20%28band%29,Who was the vocalist for Candela from 1986 to 1991?,Maivor Ohlsson,Charlene Sheppard,Marie Hansen,Jenny Öhlund,Helena Eriksson,Lena Göransson
2d59ad74-2dee-4047-bf75-b43a2285c5d8,28552,https://simple.wikipedia.org/wiki/Orthology%20%28language%29,What does the prefix 'ortho-' mean in the context of orthology?,Correct.,Incorrect.,Expansive.,Historical.,Abstract.,Literal.
6d93db9f-229a-4c49-ac48-2ae8f092f0c7,254591,https://simple.wikipedia.org/wiki/Pedro%20Martinez,In what year did Pedro Martínez help the Red Sox win the World Series?,2004,2003,2005,2000,2001,2007
e1b8c7eb-558b-4392-ad03-59c3e53d2549,623030,https://simple.wikipedia.org/wiki/Hawaii%E2%80%93Aleutian%20Time%20Zone,What is the name of the time during standard time for the Hawaii-Aleutian time zone?,Hawaii-Aleutian Standard Time (HST),Hawaii-Aleutian Daylight Time (HDT),Hawaii-Aleutian Summer Time (HAST),Hawaii Standard Time (HST),Aleutian Standard Time (AST),Pacific Aleutian Time (PAT)
af527a3a-2822-4515-ba89-4dd23076877f,45091,https://simple.wikipedia.org/wiki/Truthiness,What rationale does Colbert mention regarding President Bush’s comment on Harriet Miers?,He didn't mention her brain; he spoke about her heart.,He emphasized her intellect rather than her feelings.,He avoided discussing her qualifications and focused on emotions.,He declared her as the smartest candidate available.,He stated she was the most experienced choice.,He only referred to her political connections.
0e5d7f31-9e2c-47db-ad99-f015f948e8a1,707288,https://simple.wikipedia.org/wiki/Saline%20River%20%28Kansas%29,What significant event involved Cheyenne warriors and railroad workers in Ellis County?,The Battle of the Saline River,The Battle of Fort Hays,The Battle of Smoky Hill,The Battle of Kansas Plains,The Battle of Pawnee Creek,The Battle of the Smoky Hills
2c1ef820-14f6-4e90-bad4-b4b3c37e14ca,96157,https://simple.wikipedia.org/wiki/Mae%20Jemison,Where was Mae Jemison born?,"Decatur, Alabama.","Chicago, Illinois.","Atlanta, Georgia.","Los Angeles, California.","New York City, New York.","Houston, Texas."
c09fbae8-2652-4334-a39d-0a6c5d35a228,537439,https://simple.wikipedia.org/wiki/NGC%206302,What surrounds the central star of NGC 6302?,A dense disc of gas and dust,A thin veil of space dust,An expansive halo of light,A cloud of stellar remnants,A void of empty space,A compact sphere of plasma
efd9384a-c782-43e7-8b21-f71c1bd58222,16051,https://simple.wikipedia.org/wiki/1860,What significant law was introduced in British India on October 6?,The British Indian penal code,The Civil Rights Act,The Criminal Justice Act,The Opium Act,The Education Act,The Caste System Reform Act
7c59de5d-7e40-4f35-922e-68869f7dfc6a,1035768,https://simple.wikipedia.org/wiki/No%20Aphrodisiac,Which band performed 'No Aphrodisiac'?,The Whitlams,The Presets,Wolfmother,Hungry Kids of Hungary,Crowded House,Midnight Oil
87a82803-c644-43f1-a442-324a67532705,11334,https://simple.wikipedia.org/wiki/Trikala,Which mountain range is located to the west of Trikala?,Pindus Range,Olympus Range,Haemus Range,Taygetus Range,Rhodope Range,Kaimaktsalan Range
c9d1819b-a89d-49af-9d1c-38bea68a6770,452584,https://simple.wikipedia.org/wiki/Marzipan,What is almond oil or extract used for in marzipan?,To enhance the flavor,To preserve the texture,To lighten the color,To enrich the sweetness,To thicken the consistency,To soften the crunch
ad9d5160-c31f-495f-92ae-d7a1655d3101,470828,https://simple.wikipedia.org/wiki/Sergey%20Nechayev,Who called Nechayev 'my boy' despite his dangerous reputation?,Mikhail Bakunin,Fyodor Dostoyevsky,Vladimir Lenin,Leo Tolstoy,Alexander Herzen,Karl Marx
df6385f3-bdac-4e8e-9e61-711931b18dae,606005,https://simple.wikipedia.org/wiki/Emeryville%2C%20California,Which Native American tribe lived in Emeryville before 1776?,Ohlone Native Americans,Cherokee Native Americans,Pueblo Native Americans,Choctaw Native Americans,Sioux Native Americans,Iroquois Native Americans
dd301ea0-e1f9-49db-9f95-0c9fca9ce8fd,527654,https://simple.wikipedia.org/wiki/Brad%20Fittler,How many children does Brad Fittler have?,Three,Four,Two,One,Five,Six
4cb7f584-77a4-4857-a9d2-c305dfa8fcd5,33600,https://simple.wikipedia.org/wiki/Divorce,In what scenario might a divorce be contested?,When one person argues against the decision,When both individuals agree on all terms,When lawyers are not involved,When there are no children involved,When the marriage lasted for a long time,When one person underreports assets
ac51b9a8-24b2-4eb6-bfaa-9461ab945fd4,974536,https://simple.wikipedia.org/wiki/Why%20Does%20My%20Heart%20Feel%20So%20Bad%3F,Which track is included in the UK cassette single?,Honey,Princess,Flower,Flying Foxes,Sunset,Angel
89bd52a2-5b9d-4323-9d2b-581e26b67de2,819604,https://simple.wikipedia.org/wiki/Donald%20Campbell,In which year did Donald Campbell attempt his record-breaking endeavor?,1967.,1965.,1964.,1966.,1968.,1969.
7a23c38c-55f8-44b8-aa54-12acf7a959ca,5022,https://simple.wikipedia.org/wiki/Classical%20music,Which of the following is a classical music form?,Concerto is a form of classical music.,Chorus is a form of classical music.,Ballad is a form of classical music.,Sonata is not a form of classical music.,Rhapsody is a form of classical music.,Theme is a form of classical music.
